age,gender,employment_type,monthly_income_ngn,loan_amount_ngn,loan_term_months,previous_loans,previous_defaults,repayment_history_score,savings_balance_ngn,business_age_months,daily_sales_ngn,debt_to_income_ratio,collateral_available,region,defaulted
27,Female,Self-employed,130545.2,232500.0,6,3,1,88.74,39978.9,68,5023.37,0.2968,No,South South,1
56,Male,Salaried,181990.83,20000.0,1,0,0,100.0,249248.07,81,0.0,0.1099,No,North West,0
60,Female,Unemployed,49959.84,26900.0,12,5,1,80.32,61405.94,55,0.0,0.0449,No,South West,1
19,Female,Self-employed,475993.48,285500.0,2,0,0,84.43,174876.44,157,26788.81,0.2999,No,South West,0
62,Female,Self-employed,733270.42,530300.0,9,0,0,96.25,184275.17,90,37727.96,0.0804,Yes,South South,0
51,Female,Self-employed,201076.32,375900.0,12,2,1,81.89,192480.28,119,4302.5,0.1558,No,North Central,1
22,Female,Self-employed,277414.23,20000.0,12,3,0,87.24,312527.77,39,17341.76,0.02,Yes,South South,0
54,Female,Self-employed,363450.95,294900.0,6,2,0,98.47,369234.66,165,16138.92,0.1352,Yes,South East,0
23,Male,Trader,76090.36,20000.0,3,3,1,72.99,38234.26,126,3812.77,0.0876,Yes,North Central,0
20,Male,Casual,329092.06,312700.0,12,1,1,84.49,413866.58,44,0.48,0.0792,No,North West,0
23,Female,Self-employed,136424.45,144300.0,9,1,1,81.56,54496.42,143,3316.46,0.1175,No,North Central,0
40,Female,Self-employed,797855.58,920400.0,12,5,1,82.54,714620.32,35,48239.76,0.0961,No,South West,0
47,Female,Salaried,159267.97,135500.0,6,4,1,74.96,57937.21,38,0.0,0.1418,Yes,South East,1
37,Male,Casual,324821.34,58800.0,12,1,0,100.0,203947.9,13,0.0,0.02,No,South West,0
23,Male,Self-employed,160290.6,336700.0,12,1,1,79.79,139946.11,101,3997.67,0.175,No,South East,0
27,Female,Salaried,750550.65,689400.0,9,2,0,93.81,746451.53,71,0.84,0.1021,Yes,South South,0
58,Male,Unemployed,129015.07,269500.0,12,2,1,67.36,29486.18,86,0.0,0.1741,Yes,North East,0
64,Female,Trader,383854.88,459800.0,6,0,0,88.04,245136.16,119,20392.3,0.1996,No,North West,0
54,Female,Salaried,270506.86,517100.0,3,4,1,82.03,253521.52,14,0.0,0.6372,No,South East,1
22,Female,Salaried,234102.33,268400.0,9,2,1,84.07,319815.12,24,0.08,0.1274,Yes,South East,1
57,Male,Self-employed,208890.81,261900.0,9,4,1,79.07,99528.43,135,8971.01,0.1393,No,South East,1
51,Female,Unemployed,116675.75,101600.0,6,1,0,91.32,157988.03,88,1.11,0.1451,No,North Central,0
43,Female,Self-employed,35000.0,54000.0,3,1,1,94.76,57459.8,53,1886.2,0.5143,Yes,North Central,0
24,Female,Salaried,361879.66,389200.0,9,2,0,91.14,404514.05,87,0.0,0.1195,No,North West,0
65,Male,Self-employed,131001.85,191500.0,3,1,0,95.14,166160.87,107,4668.53,0.4873,Yes,South West,0
39,Female,Self-employed,384982.14,538500.0,9,0,0,100.0,528594.3,13,20487.42,0.1554,No,South West,0
20,Female,Salaried,226231.86,248500.0,12,1,0,89.94,334691.98,19,0.0,0.0915,No,North West,0
28,Female,Casual,392730.55,252600.0,2,1,0,84.22,82947.47,35,0.93,0.3216,No,South South,0
37,Male,Salaried,303137.65,132800.0,12,1,0,90.89,172991.52,79,0.15,0.0365,No,South East,1
20,Female,Casual,36266.88,89900.0,3,2,0,100.0,32112.01,31,0.0,0.8263,No,South West,0
33,Male,Casual,268443.11,338400.0,6,4,1,84.76,161787.92,84,2.5,0.2101,No,South West,1
40,Female,Salaried,143964.65,275600.0,12,2,0,98.52,59643.22,21,0.0,0.1595,Yes,South West,0
63,Female,Trader,383835.52,397400.0,1,0,0,84.6,598410.24,96,24193.05,1.0353,No,North Central,0
22,Male,Trader,264341.47,416300.0,1,0,0,82.49,348963.38,125,12806.89,1.5749,Yes,South South,1
45,Male,Trader,266370.11,213400.0,12,1,0,97.85,111450.18,160,11730.85,0.0668,Yes,South West,0
61,Female,Self-employed,150806.72,96600.0,2,2,1,86.26,67522.83,143,8146.16,0.3203,Yes,South East,0
56,Male,Salaried,99460.72,20000.0,6,0,0,87.39,108764.11,76,0.0,0.0335,No,North West,0
62,Female,Salaried,135853.94,105100.0,6,4,0,85.78,111343.33,91,0.2,0.1289,No,North Central,0
26,Female,Trader,55869.96,84500.0,1,2,0,92.64,31162.52,99,1229.53,1.5124,No,South East,0
56,Male,Salaried,122637.57,20000.0,3,2,0,93.48,175083.94,11,0.7,0.0544,No,South West,0
64,Male,Salaried,69494.9,99300.0,12,2,0,85.26,110543.81,61,0.0,0.1191,Yes,North East,0
33,Female,Self-employed,70698.57,74700.0,6,0,0,93.31,45822.49,174,3074.71,0.1761,No,North Central,0
41,Male,Salaried,194157.19,230800.0,6,1,0,83.65,216606.61,44,0.16,0.1981,Yes,South South,0
43,Female,Casual,254700.58,143400.0,9,3,0,89.35,153673.68,61,1.02,0.0626,No,South West,0
41,Female,Casual,176318.34,318100.0,3,1,0,84.6,286566.42,20,0.08,0.6014,No,North Central,0
31,Male,Casual,130157.21,181800.0,6,1,0,93.04,93437.47,29,0.91,0.2328,Yes,South East,0
64,Male,Salaried,97236.05,141900.0,12,3,1,71.75,38146.42,10,0.34,0.1216,No,South East,0
63,Male,Self-employed,146464.26,241300.0,9,2,0,100.0,103689.26,57,5472.77,0.1831,No,South West,0
36,Male,Casual,105479.0,91500.0,6,1,0,95.94,60684.5,57,0.22,0.1446,No,North East,0
56,Male,Self-employed,172796.89,330500.0,6,1,1,70.32,153825.74,92,7806.76,0.3188,No,South South,1
37,Female,Trader,66951.01,57700.0,12,3,0,100.0,13655.77,17,3987.5,0.0718,Yes,South West,0
56,Male,Trader,283954.29,85300.0,6,2,1,83.6,303776.25,118,18469.48,0.0501,No,South West,0
46,Male,Self-employed,124510.07,90200.0,6,2,0,99.1,165209.66,151,5666.35,0.1207,No,North West,0
40,Male,Salaried,229872.28,261600.0,6,1,0,84.75,111269.57,76,0.0,0.1897,No,North East,0
24,Female,Trader,320425.93,305500.0,3,2,0,98.01,148527.39,104,19136.22,0.3178,Yes,South West,0
49,Female,Salaried,222755.09,408900.0,12,2,0,100.0,133974.86,70,0.0,0.153,No,South West,1
33,Female,Casual,302593.18,321200.0,9,3,1,84.33,271374.96,63,0.0,0.1179,Yes,North Central,0
28,Female,Self-employed,46976.21,20000.0,6,5,0,89.66,10333.6,58,2779.87,0.071,No,North West,0
27,Female,Salaried,130660.19,137800.0,6,4,1,90.63,125658.73,52,0.0,0.1758,No,North Central,0
65,Male,Trader,368690.18,318500.0,12,2,0,89.02,420263.19,99,20467.6,0.072,No,South South,0
22,Male,Self-employed,250624.56,337300.0,6,4,0,97.19,417404.51,165,12452.35,0.2243,Yes,South West,0
56,Female,Salaried,598518.82,501900.0,9,0,0,100.0,983053.38,79,0.0,0.0932,No,North Central,0
59,Female,Unemployed,545010.01,232400.0,12,3,1,73.11,313066.45,88,0.0,0.0355,Yes,South South,0
19,Male,Trader,218697.99,315400.0,12,1,0,97.4,251452.67,163,8025.1,0.1202,No,South South,0
46,Female,Trader,152806.25,228600.0,6,1,0,100.0,192393.18,138,7927.75,0.2493,No,South East,0
45,Male,Casual,96541.38,167100.0,9,0,0,100.0,137395.97,19,0.0,0.1923,No,South South,0
35,Female,Self-employed,132116.13,256900.0,3,1,0,98.81,25299.32,97,5406.82,0.6482,Yes,North West,0
50,Female,Self-employed,138047.3,262200.0,12,3,0,80.07,36419.68,109,4413.77,0.1583,Yes,South West,0
37,Female,Salaried,122406.18,236100.0,1,1,0,87.08,66377.01,70,0.0,1.9288,No,North Central,0
39,Male,Salaried,99090.87,20000.0,6,7,0,99.89,48695.99,47,1.37,0.0336,No,North East,0
38,Female,Self-employed,233686.77,279300.0,6,3,1,75.1,313350.71,142,12185.22,0.1992,No,South South,0
56,Male,Self-employed,542274.67,1023900.0,12,2,0,90.36,756491.52,170,30508.16,0.1573,No,North West,0
48,Female,Trader,330158.8,277600.0,3,4,1,90.76,271271.88,179,18205.48,0.2803,Yes,South South,0
36,Female,Self-employed,145967.47,47600.0,1,0,0,98.45,121849.77,6,9051.23,0.3261,No,North East,0
62,Male,Trader,347955.85,284800.0,12,0,0,88.07,315211.26,108,8878.51,0.0682,No,North Central,0
56,Female,Casual,225490.93,395900.0,6,3,1,84.55,23156.81,35,0.0,0.2926,No,South West,1
62,Female,Unemployed,175300.04,173200.0,3,2,0,87.09,123724.37,25,1.12,0.3293,No,South South,0
53,Female,Self-employed,168330.12,196500.0,2,0,0,82.68,33831.66,105,6944.33,0.5837,No,South East,0
36,Male,Casual,158063.33,208400.0,12,8,1,84.05,42640.53,7,1.16,0.1099,No,South West,0
55,Female,Casual,274829.2,520500.0,9,2,0,85.11,324403.83,8,0.0,0.2104,No,North East,0
33,Female,Salaried,197106.15,232400.0,9,3,0,84.99,186884.94,32,0.94,0.131,Yes,North Central,0
31,Male,Self-employed,112110.17,218700.0,12,3,1,69.53,86134.82,44,4049.86,0.1626,No,North West,1
39,Male,Salaried,108636.01,156900.0,12,1,0,94.91,141479.1,50,0.5,0.1204,No,South South,0
64,Male,Trader,219597.09,148300.0,6,2,0,99.25,221528.61,137,7118.44,0.1126,No,North West,0
45,Male,Self-employed,237835.71,368800.0,2,1,0,91.68,114968.24,134,6968.98,0.7753,No,South South,0
36,Male,Self-employed,146851.32,42000.0,9,1,0,85.3,168041.1,22,7597.53,0.0318,No,South East,0
40,Female,Trader,86241.65,20000.0,9,3,0,85.84,45184.48,91,3268.06,0.0258,No,South West,0
31,Female,Self-employed,405890.81,81400.0,1,3,0,82.84,94595.91,128,22926.23,0.2005,No,North West,0
49,Male,Self-employed,353558.81,210500.0,12,1,1,85.19,575012.11,129,21649.99,0.0496,Yes,North East,0
34,Male,Casual,49459.89,20000.0,6,1,1,72.1,70494.17,33,0.0,0.0674,No,South East,0
44,Male,Unemployed,429957.24,587300.0,6,3,0,95.29,409823.28,74,0.98,0.2277,Yes,South West,0
35,Male,Trader,157137.71,224200.0,6,3,0,81.05,32684.54,41,5518.28,0.2378,No,North Central,0
33,Female,Salaried,203659.29,159400.0,12,2,0,100.0,153139.65,7,0.0,0.0652,No,South East,0
64,Female,Salaried,377209.92,587400.0,2,0,0,93.6,377230.2,51,0.8,0.7786,Yes,North West,0
34,Male,Salaried,526950.74,826300.0,6,2,0,82.7,315369.07,39,0.0,0.2613,Yes,South West,1
21,Female,Self-employed,345440.11,223100.0,6,0,0,89.45,127163.32,66,16756.14,0.1076,No,South East,0
36,Male,Salaried,210529.69,81700.0,12,2,0,94.96,186747.98,37,0.12,0.0323,No,South East,0
43,Male,Casual,73610.7,87700.0,6,1,0,87.48,111394.41,19,2.38,0.1986,No,South West,0
22,Female,Trader,48226.38,156200.0,6,2,0,96.22,27679.51,115,2679.92,0.5398,No,South East,0
32,Male,Self-employed,318543.86,459600.0,12,1,0,100.0,474340.38,105,15225.71,0.1202,No,North West,1
25,Male,Salaried,430641.77,494500.0,9,1,0,100.0,291443.3,45,0.43,0.1276,Yes,North Central,0
42,Male,Self-employed,105999.85,20000.0,2,3,1,77.9,54486.16,174,3808.86,0.0943,No,North West,0
52,Female,Self-employed,151048.33,222000.0,2,1,0,100.0,222995.27,178,7085.75,0.7349,Yes,South East,1
64,Male,Trader,125302.9,67300.0,9,2,0,95.03,25662.64,94,7557.81,0.0597,No,North East,0
36,Female,Salaried,123152.3,125500.0,6,0,0,92.78,161477.77,72,0.69,0.1698,No,South West,0
59,Male,Casual,362013.54,215800.0,1,3,1,78.91,302275.23,29,0.0,0.5961,No,South East,0
28,Female,Salaried,207451.88,217500.0,6,1,0,94.27,37531.58,67,0.0,0.1747,No,South East,0
55,Male,Salaried,155087.73,90000.0,12,2,0,96.7,180268.95,51,0.28,0.0484,Yes,South South,0
45,Male,Unemployed,1012669.17,1757500.0,9,1,0,87.39,669047.42,39,2.15,0.1928,Yes,North West,0
54,Male,Salaried,70851.3,88800.0,6,2,0,100.0,92029.15,15,0.54,0.2089,No,North East,0
54,Male,Salaried,257005.9,476800.0,3,3,0,100.0,230995.85,84,0.0,0.6184,No,South East,0
43,Female,Trader,91023.8,106500.0,6,2,1,97.06,125453.54,73,4731.88,0.195,No,South East,0
30,Male,Self-employed,162491.04,53500.0,12,1,0,81.64,14481.48,123,4555.77,0.0274,No,South East,0
43,Female,Salaried,198258.51,398800.0,9,3,0,93.9,168610.37,46,0.0,0.2235,Yes,North West,0
57,Male,Salaried,311669.73,443600.0,3,2,0,88.05,272730.02,49,0.0,0.4744,No,South South,0
64,Female,Salaried,151894.87,63900.0,9,3,0,98.2,221936.94,57,0.3,0.0467,No,South South,1
62,Male,Self-employed,141803.26,109900.0,1,0,0,100.0,207904.56,161,7768.01,0.775,Yes,South West,0
26,Female,Salaried,150137.5,259600.0,6,3,1,79.13,126377.48,95,0.0,0.2882,No,North East,0
46,Male,Trader,89209.51,201000.0,3,2,0,91.54,45051.75,31,3387.34,0.751,Yes,South West,0
23,Male,Casual,271498.94,223900.0,12,3,0,90.33,210787.28,94,0.0,0.0687,Yes,North Central,0
50,Female,Salaried,216117.92,236000.0,9,1,0,92.37,269404.05,51,0.0,0.1213,No,North West,0
65,Female,Self-employed,238845.4,185800.0,6,4,1,83.09,42285.38,120,9428.58,0.1297,Yes,South East,0
20,Male,Salaried,172044.63,106500.0,6,1,0,96.32,286047.78,9,0.0,0.1032,No,South South,0
49,Male,Self-employed,158790.57,243600.0,12,2,0,100.0,175033.31,104,9278.71,0.1278,No,North Central,0
63,Female,Salaried,386486.55,212700.0,3,3,1,77.85,291379.1,3,0.3,0.1834,No,South East,0
58,Female,Casual,349714.83,272500.0,1,1,0,100.0,360305.08,76,0.68,0.7792,No,South East,0
36,Female,Self-employed,451500.84,481200.0,12,1,0,87.58,688201.63,3,10286.63,0.0888,No,North Central,0
22,Male,Self-employed,229325.68,456000.0,12,2,0,84.95,163699.31,76,9068.69,0.1657,Yes,South West,0
62,Male,Trader,433628.65,296500.0,3,1,0,100.0,183685.4,87,25061.16,0.2279,No,South South,0
62,Female,Casual,137345.98,70100.0,3,2,1,81.22,158246.87,95,0.0,0.1701,No,North East,0
45,Male,Self-employed,157969.69,136300.0,9,1,1,76.05,22221.26,143,4988.09,0.0959,No,North Central,0
64,Male,Salaried,391416.55,217900.0,2,2,0,87.48,262250.92,96,0.0,0.2783,No,North Central,0
18,Male,Unemployed,311431.95,174700.0,9,2,0,90.6,122669.3,37,1.78,0.0623,Yes,South East,0
47,Female,Self-employed,149032.45,143800.0,9,2,0,95.46,192363.33,54,5683.81,0.1072,Yes,South East,0
19,Female,Trader,91184.87,20000.0,9,0,0,95.04,133788.98,93,3439.22,0.0244,Yes,North West,0
62,Female,Trader,157650.43,148400.0,6,1,0,83.82,217341.85,113,5199.98,0.1569,No,South South,0
50,Female,Self-employed,115329.4,40700.0,12,4,0,85.05,25255.31,44,3512.38,0.0294,Yes,North Central,0
61,Female,Salaried,552185.54,395400.0,12,4,0,94.91,157297.45,90,0.0,0.0597,No,North East,0
45,Female,Salaried,295002.33,303900.0,9,1,0,98.05,467475.07,36,0.0,0.1145,No,North West,0
21,Female,Self-employed,109410.53,65600.0,6,3,1,76.68,117525.46,67,2979.67,0.0999,No,North East,0
19,Male,Self-employed,91260.01,80400.0,12,0,0,84.02,45835.4,73,5881.91,0.0734,No,South East,0
34,Female,Trader,108532.89,211900.0,6,1,0,94.2,112607.02,90,5430.35,0.3254,Yes,North West,0
53,Male,Trader,125175.96,171900.0,2,2,0,78.54,156922.03,143,6197.72,0.6866,No,North Central,0
25,Female,Casual,161515.58,103100.0,3,3,1,80.03,187501.22,31,0.0,0.2128,No,North West,1
58,Male,Unemployed,371449.18,356400.0,6,2,0,98.16,243602.21,48,0.0,0.1599,No,South South,0
29,Female,Trader,96035.78,147200.0,2,0,0,92.27,102783.27,38,4103.76,0.7664,No,South South,0
41,Male,Salaried,797240.24,381000.0,9,2,1,74.97,155646.45,24,0.87,0.0531,Yes,North West,1
27,Male,Self-employed,97496.03,20000.0,1,0,0,100.0,151944.78,134,3109.62,0.2051,No,South East,0
40,Female,Trader,72029.5,44200.0,6,0,0,94.04,98775.65,173,3945.0,0.1023,No,South South,0
39,Male,Trader,539344.76,107700.0,12,0,0,95.46,811193.57,7,16981.86,0.02,Yes,South West,0
18,Female,Salaried,424865.65,550100.0,2,2,0,100.0,203835.81,82,0.0,0.6474,No,South South,0
45,Male,Trader,159881.05,58700.0,6,2,0,92.73,70637.04,100,4275.66,0.0612,Yes,South West,0
55,Female,Self-employed,230631.88,253700.0,12,1,0,92.07,225037.19,84,9963.72,0.0917,No,North East,0
62,Female,Self-employed,234446.35,286600.0,1,1,1,85.33,156873.74,78,11992.57,1.2225,No,South East,1
33,Female,Casual,196727.58,216100.0,6,4,0,88.27,74113.15,90,0.0,0.1831,No,North East,0
60,Male,Self-employed,77497.46,121600.0,1,6,1,85.46,105844.98,21,4997.79,1.5691,No,South West,0
60,Female,Self-employed,35862.0,20000.0,9,3,0,86.09,6865.58,91,1476.54,0.062,Yes,South East,0
65,Male,Self-employed,103947.38,29700.0,6,0,0,88.9,9738.88,138,3935.87,0.0476,No,South East,0
35,Female,Self-employed,586080.54,687200.0,12,0,0,96.04,830707.62,71,31693.62,0.0977,No,North West,1
58,Female,Salaried,601228.84,130200.0,9,1,1,90.77,246412.67,1,1.09,0.0241,Yes,South South,0
45,Female,Trader,151830.2,236600.0,6,2,0,95.03,227198.76,24,6514.39,0.2597,No,South East,0
20,Male,Self-employed,96571.16,189800.0,12,2,0,84.2,93702.45,110,5763.47,0.1638,Yes,South West,0
30,Male,Trader,215667.02,114800.0,2,4,1,81.35,225419.42,160,7090.37,0.2662,No,North West,0
50,Female,Salaried,239438.03,62700.0,12,3,0,88.44,20162.43,89,0.23,0.0218,Yes,South East,0
25,Male,Unemployed,265980.91,460700.0,9,2,0,98.43,207076.88,89,0.8,0.1925,No,South South,0
38,Female,Trader,35000.0,34300.0,9,1,0,96.01,54529.68,126,2203.03,0.1089,No,South South,0
55,Female,Self-employed,1401780.33,429700.0,9,1,0,83.49,1793478.96,169,82288.96,0.0341,Yes,South South,0
25,Male,Self-employed,375803.12,436600.0,2,1,0,96.52,178392.0,116,20685.7,0.5809,No,South South,0
41,Female,Self-employed,158276.81,20000.0,12,2,0,85.36,18543.49,5,4376.89,0.02,No,South West,0
28,Female,Trader,112837.24,135300.0,9,2,1,90.33,32088.24,27,4900.54,0.1332,No,North East,0
43,Male,Trader,341964.03,20000.0,9,0,0,82.99,465240.3,35,10469.12,0.02,No,North Central,0
29,Female,Trader,248380.87,250800.0,12,2,1,78.3,214887.85,19,15338.66,0.0841,No,South West,1
64,Male,Casual,191110.68,143500.0,6,2,0,87.38,163070.18,20,0.0,0.1251,No,South South,0
21,Male,Self-employed,242469.12,72700.0,12,0,0,100.0,355556.25,49,12960.12,0.025,No,South West,0
64,Male,Trader,167283.35,398300.0,2,0,0,83.16,134084.04,172,8409.34,1.1905,No,North West,0
56,Male,Self-employed,233730.17,161100.0,1,1,0,100.0,183708.9,31,7463.52,0.6893,Yes,South West,0
59,Male,Trader,288614.74,306200.0,3,1,0,91.47,44825.27,11,7039.88,0.3536,No,North Central,0
58,Female,Self-employed,225002.79,326100.0,3,2,0,90.05,304097.11,148,13102.19,0.4831,No,North West,0
27,Male,Trader,217468.95,300400.0,6,2,1,86.73,170519.86,46,6892.25,0.2302,No,North Central,1
62,Female,Salaried,445107.55,463800.0,3,3,0,93.76,713322.7,25,0.0,0.3473,No,South East,0
46,Male,Salaried,63741.59,20000.0,9,1,0,88.05,26879.92,21,0.0,0.0349,No,South West,0
64,Female,Self-employed,107161.11,20000.0,12,1,0,88.65,38861.77,135,3916.94,0.02,Yes,North Central,0
60,Male,Unemployed,183134.58,258200.0,9,3,1,80.02,10133.16,53,1.25,0.1567,No,South East,0
45,Male,Self-employed,112004.93,111000.0,6,2,0,89.15,133053.42,22,3638.35,0.1652,Yes,South South,0
35,Female,Self-employed,139147.66,298900.0,12,3,1,89.79,130589.66,77,3732.38,0.179,No,North East,0
23,Male,Self-employed,415710.46,431000.0,9,2,0,94.6,214992.17,21,23065.49,0.1152,No,North Central,0
22,Female,Self-employed,163387.67,129700.0,12,3,0,97.24,97360.39,105,10272.64,0.0662,No,South South,0
36,Female,Casual,54815.32,104800.0,3,2,0,91.07,30145.85,28,0.0,0.6373,Yes,South West,0
56,Male,Unemployed,136699.45,83200.0,9,1,1,86.26,93327.5,32,0.0,0.0676,No,North Central,0
42,Female,Casual,186929.29,55400.0,1,3,1,72.49,103896.28,96,0.09,0.2964,No,North West,1
41,Female,Casual,184704.09,231900.0,3,2,0,87.55,142202.88,4,0.0,0.4185,Yes,North Central,0
29,Female,Salaried,258367.03,71400.0,1,2,0,90.43,373569.49,43,1.43,0.2764,Yes,South West,0
45,Female,Salaried,245012.55,110700.0,9,4,1,95.0,226867.58,94,0.0,0.0502,No,North Central,0
48,Male,Trader,164468.64,47500.0,1,4,1,77.41,218983.37,67,3935.47,0.2888,Yes,South East,0
65,Male,Trader,82887.23,153800.0,6,1,0,90.28,82433.54,122,5023.25,0.3093,No,South East,0
53,Male,Salaried,135127.17,87200.0,9,2,0,95.53,68449.27,7,0.0,0.0717,Yes,North Central,0
47,Female,Trader,120079.27,236100.0,3,5,0,93.09,198040.61,158,4868.9,0.6554,No,North West,0
61,Male,Salaried,149551.29,43400.0,6,2,0,86.39,52866.09,22,0.0,0.0484,No,South South,0
38,Male,Salaried,282087.24,453600.0,12,3,0,85.73,456173.94,7,2.77,0.134,No,South West,0
62,Male,Self-employed,234070.8,215600.0,12,1,0,99.24,373243.95,88,9259.82,0.0768,No,South East,0
35,Female,Casual,307526.29,359900.0,12,1,0,85.68,108927.82,56,0.6,0.0975,No,South East,1
24,Female,Trader,140232.64,250600.0,9,2,0,100.0,44507.84,162,5063.47,0.1986,Yes,North West,0
38,Male,Self-employed,479810.56,198500.0,3,2,0,90.73,255630.96,134,15660.37,0.1379,No,North Central,0
24,Male,Casual,278746.25,254100.0,1,3,0,77.74,293248.62,59,0.0,0.9116,Yes,South South,1
23,Female,Casual,193622.31,158200.0,6,3,1,86.84,146954.15,61,0.0,0.1362,No,South West,1
60,Male,Self-employed,266435.48,20000.0,12,2,0,99.61,387555.25,9,12110.59,0.02,Yes,South East,0
56,Female,Casual,116014.2,172900.0,3,2,0,98.07,193496.32,36,0.63,0.4968,Yes,South East,0
28,Female,Salaried,45707.69,45300.0,3,4,0,90.74,35719.19,55,0.0,0.3304,No,South West,0
58,Male,Self-employed,121340.93,63100.0,9,1,0,91.51,8942.99,167,6086.99,0.0578,No,North West,0
21,Male,Salaried,292599.23,113500.0,6,1,0,90.82,486342.22,56,1.22,0.0647,No,North West,0
31,Female,Self-employed,189634.26,60100.0,6,1,0,88.95,141188.17,61,7888.94,0.0528,No,North West,1
51,Male,Self-employed,164681.69,116600.0,12,3,0,95.96,144701.21,108,9589.19,0.059,Yes,North Central,0
32,Male,Salaried,103737.2,75000.0,6,1,0,92.56,112469.34,0,0.0,0.1205,Yes,South West,0
53,Female,Self-employed,50484.69,20000.0,12,3,0,90.75,66083.81,24,2767.09,0.033,Yes,North West,0
59,Male,Trader,454458.46,623300.0,6,2,1,75.1,383369.96,16,15926.14,0.2286,Yes,South West,0
21,Male,Trader,157248.17,134500.0,6,4,1,78.7,17922.48,176,3546.01,0.1426,Yes,South West,0
19,Male,Salaried,136149.99,114200.0,1,0,0,100.0,146602.48,55,0.43,0.8388,Yes,South West,0
63,Male,Salaried,116324.86,194700.0,6,4,0,94.83,92028.23,35,0.62,0.279,Yes,North East,0
42,Male,Self-employed,406830.43,52700.0,2,4,0,84.51,383942.37,85,19160.07,0.0648,Yes,North Central,0
42,Female,Casual,319205.43,192800.0,1,3,1,76.4,160520.59,60,0.0,0.604,No,South South,0
40,Female,Casual,95990.69,222200.0,3,2,0,97.37,5523.56,95,0.0,0.7716,Yes,North East,0
38,Male,Self-employed,383718.72,504000.0,6,3,1,83.46,102343.59,176,13039.33,0.2189,No,North East,0
51,Male,Trader,163802.44,326800.0,3,3,1,88.64,165254.81,107,4210.96,0.665,No,South West,0
45,Female,Self-employed,121037.99,253500.0,2,3,0,94.94,134995.95,166,7038.16,1.0472,No,South West,0
25,Female,Unemployed,148726.46,238200.0,6,4,0,100.0,37955.0,27,0.87,0.2669,No,South South,0
48,Male,Salaried,108181.85,20000.0,2,2,0,85.67,83431.29,69,0.0,0.0924,No,North West,0
50,Female,Self-employed,76278.17,101200.0,1,1,0,100.0,82962.78,11,4645.62,1.3267,Yes,South East,0
23,Female,Trader,298103.87,265400.0,12,0,0,97.87,224496.53,64,7391.26,0.0742,No,South East,0
36,Male,Self-employed,155944.27,131800.0,6,0,0,100.0,187570.55,162,7010.14,0.1409,No,South East,0
55,Male,Salaried,268847.16,381800.0,12,0,0,83.86,427828.83,80,0.45,0.1183,No,North West,0
47,Male,Salaried,216945.36,378100.0,2,2,0,100.0,127642.24,63,0.46,0.8714,No,North East,0
24,Male,Self-employed,257111.17,21300.0,6,4,2,80.71,349296.82,36,6524.64,0.02,No,North Central,1
19,Female,Trader,47611.08,20000.0,1,2,0,92.9,21022.74,108,2617.45,0.4201,No,South South,0
45,Male,Trader,102469.24,161700.0,6,2,0,88.05,102825.38,152,5735.16,0.263,No,South East,0
40,Female,Salaried,260614.93,361000.0,12,1,0,100.0,389054.85,78,0.0,0.1154,No,South East,0
64,Female,Casual,78595.69,198000.0,12,5,0,88.23,117784.06,8,0.0,0.2099,No,South South,1
43,Male,Self-employed,229395.86,368800.0,6,1,0,100.0,169248.32,8,14190.52,0.268,No,South West,0
62,Male,Unemployed,72893.46,52000.0,3,4,0,100.0,102936.87,31,0.0,0.2378,No,North Central,0
28,Male,Salaried,181934.26,150600.0,9,1,0,92.88,150674.74,62,0.0,0.092,No,South West,0
39,Female,Casual,512576.83,331300.0,9,2,1,78.03,572960.39,76,0.51,0.0718,No,North West,0
24,Male,Casual,297807.39,126200.0,6,1,0,100.0,276224.92,96,0.15,0.0706,No,South West,0
45,Male,Casual,54053.55,21500.0,6,1,0,91.85,52673.17,81,1.58,0.0663,Yes,North Central,0
27,Male,Casual,312435.57,528100.0,6,2,0,90.1,50510.43,18,0.72,0.2817,No,South East,0
41,Male,Self-employed,588402.77,540900.0,6,1,0,75.11,853022.26,176,22548.98,0.1532,No,North West,0
34,Female,Trader,1108781.85,1416900.0,6,5,0,100.0,619228.92,161,69172.61,0.213,Yes,North West,0
26,Male,Self-employed,245122.01,155700.0,1,3,0,91.39,55780.13,78,14791.35,0.6352,No,South South,0
22,Male,Self-employed,74149.54,67500.0,6,4,0,99.48,47907.84,167,1867.05,0.1517,No,South West,0
42,Male,Unemployed,238769.23,171700.0,6,4,1,82.52,43770.88,70,0.0,0.1199,Yes,North Central,0
63,Male,Self-employed,507947.8,543500.0,6,2,0,100.0,48078.7,11,23120.11,0.1783,No,North East,0
27,Male,Self-employed,159389.28,93200.0,3,4,2,68.52,106400.88,100,3608.08,0.1949,No,South South,1
37,Female,Casual,354595.48,212500.0,9,2,1,71.55,308832.07,41,0.0,0.0666,No,South West,1
28,Female,Self-employed,104294.11,70900.0,6,5,2,59.44,160261.02,126,2921.6,0.1133,Yes,South East,1
56,Male,Salaried,229289.74,332700.0,2,0,0,98.07,158072.82,10,1.04,0.7255,No,North East,0
37,Male,Self-employed,35684.99,20000.0,6,1,1,91.6,49355.08,70,874.06,0.0934,No,South East,0
64,Male,Trader,97051.22,220100.0,1,2,0,94.79,104677.4,82,5340.76,2.0,No,North West,0
29,Female,Casual,179285.31,313800.0,6,4,0,95.5,146411.83,59,1.46,0.2917,No,South East,0
